excessvolumewczero,excessvolumewchange,pricechangeeffectivewchange,pricechangeeffectivewczero,,,,,,
-0.01,-0.22,8.2,1.7,,,,,,
-0.46,-0.24,1,0.32,,,,,,
-0.18,0.29,-0.55,2.99,,,,,,
-0.33,0.08,-200,0.76,,,,,,
0.04,-0.29,-0.34,2.71,,,,,,
0.1,-0.09,0.64,1.19,,,,,,
-0.14,1.05,0.75,1.06,,,,,,
0.12,0.1,-0.17,4.15,,,,,,
-0.19,-0.16,-0.3,1.83,,,,,,
-0.15,0.13,0.7,-0.1,,,,,,
0,0.08,-0.33,2.46,,,,,,
0.59,-0.52,0.8,3.05,,,,,,
-0.1,0.05,-517,3.7,,,,,,
-0.06,0.48,41,2.21,,,,,,
-0.06,0.49,-6.25,14,,,,,,
-0.13,-0.19,-0.2,3.11,,,,,,
-0.36,-0.07,-0.2,1.47,,,,,,
0.22,0.33,-9,-0.52,,,,,,
0.24,-0.09,1.89,2.01,,,,,,
-0.22,0.33,-1.05,5.07,,,,,,
-0.38,-0.15,-1.14,0.9,,,,,,
-0.36,0.5,3.46,0.44,,,,,,
0.15,-0.2,1,0.33,,,,,,
-0.03,0.34,0.1,1.46,,,,,,
0.02,-0.34,0.26,0.53,,,,,,
-0.48,-0.14,-3100,2.75,,,,,,
-0.28,-0.14,145,-0.78,,,,,,
-0.07,-0.24,2.95,1.78,,,,,,
-0.2,-0.02,0.16,0.17,,,,,,
0.35,0.88,800,2.57,,,,,,
-0.43,-0.26,0.21,-56.3,,,,,,
-0.11,-0.06,2.75,15.7,,,,,,
0.85,-0.05,0.05,154.8,,,,,,
-0.42,-0.18,-15,-19.75,,,,,,
-0.15,-0.06,0.01,68.3,,,,,,
-0.03,-0.48,-0.03,-36.89,,,,,,
-0.56,-0.19,2.6,-25.35,,,,,,
-0.27,-0.22,-0.01,54.2,,,,,,
-0.06,0.88,3.3,0.12,,,,,,
0.38,-0.33,0.04,-1.21,,,,,,
-0.22,0.42,-0.05,0.05,,,,,,
-0.06,0,290,0.01,,,,,,
-0.37,0.7,-1.1,0.04,,,,,,
-0.35,-0.13,0.61,0.02,,,,,,
0.44,-0.23,-0.6,-0.13,,,,,,
0.16,-0.03,0,0,,,,,,
-0.26,-0.04,-0.32,-0.39,,,,,,
0.01,-0.53,0.02,0,,,,,,
0.07,-0.13,158,-0.28,,,,,,
-0.42,-0.42,503,0.02,,,,,,
0.04,-0.36,5.17,0.5,,,,,,
-0.29,-0.12,0.17,0.07,,,,,,
-0.65,0.14,2.37,0.08,,,,,,
0.31,0.32,0.04,0.02,,,,,,
0.25,-0.28,-0.03,-1.32,,,,,,
-0.29,-0.13,0.23,0.04,,,,,,
-0.35,-0.19,-0.22,0.14,,,,,,
0.27,0.18,-0.11,0,,,,,,
0.17,0.01,0.7,-0.04,,,,,,
-0.4,0.74,0.83,0.01,,,,,,
-0.44,-0.14,0.43,0.05,,,,,,
0.08,0.03,0.27,-0.16,,,,,,
0.52,-0.11,-0.32,0.23,,,,,,
-0.45,0.23,-0.08,0,,,,,,
-0.33,0.19,69,0.37,,,,,,
-0.57,-0.3,-0.15,0.04,,,,,,
-0.42,-0.19,28.7,0.07,,,,,,
0.03,-0.15,-6.5,0.07,,,,,,
-0.45,-0.11,-0.02,-0.02,,,,,,
-0.42,-0.08,-46,0.01,,,,,,
-0.04,-0.45,-0.16,0.07,,,,,,
-0.43,0.87,-72.5,0.01,,,,,,
-0.15,-0.36,0.62,0.06,,,,,,
-0.24,0.12,-3.16,0.08,,,,,,
0.14,-0.3,-0.02,-0.37,,,,,,
0.77,-0.09,-0.98,-0.09,,,,,,
-0.2,0.64,-12.8,0.02,,,,,,
-0.15,-0.22,1.55,0.03,,,,,,
-0.05,-0.05,0.6,0.12,,,,,,
0.55,0.23,-3.89,0.04,,,,,,
0.07,-0.11,10,0.42,,,,,,
0.5,0.38,-950,-0.27,,,,,,
-0.57,-0.09,2.75,0.17,,,,,,
-0.59,-0.44,-2.1,0.23,,,,,,
-0.56,-0.28,-0.62,0.13,,,,,,
-0.09,-0.19,4.67,0,,,,,,
0.78,0.61,4.27,-0.26,,,,,,
0.36,-0.13,0.42,-0.05,,,,,,
-0.12,-0.35,0.54,0.2,,,,,,
0.22,0.14,0.52,-0.3,,,,,,
0.16,0.09,-2.42,-0.13,,,,,,
0.31,0.8,11.5,0.14,,,,,,
-0.51,0.14,0.7,0.07,,,,,,
-0.14,-0.12,-2.76,0,,,,,,
-0.47,-0.26,-2.45,0.02,,,,,,
-0.07,-0.12,-0.03,0.18,,,,,,
-0.38,-0.22,0.95,0.12,,,,,,
0.03,0.16,0,0.03,,,,,,
0.53,-0.17,1.31,-0.06,,,,,,
0.01,-0.3,-0.03,-1.15,,,,,,
-0.23,0.47,-3.95,0,,,,,,
-0.08,0.02,-0.13,-0.12,,,,,,
-0.45,0.54,-20.5,0.01,,,,,,
-0.29,-0.08,0.06,0,,,,,,
-0.57,-0.58,2.02,0.01,,,,,,
0.41,0.07,-582,-0.3,,,,,,
0.03,0.41,13,0.05,,,,,,
-0.16,-0.17,2.48,0.2,,,,,,
0.1,-0.02,0.92,0.01,,,,,,
-0.35,0.27,0,0.14,,,,,,
-0.71,0.24,-10.23,-0.22,,,,,,
-0.32,-0.02,1.44,-0.17,,,,,,
-0.12,-0.08,-22.4,0.05,,,,,,
0.07,0.1,8.1,-0.19,,,,,,
-0.06,-0.26,8,-0.54,,,,,,
-0.36,0.31,-5.81,0.19,,,,,,
-0.35,-0.21,-0.04,0.01,,,,,,
-0.3,2.06,0.5,0.03,,,,,,
-0.34,-0.01,9.9,-0.06,,,,,,
0.72,0.1,-5,0.03,,,,,,
-0.17,-0.11,-1.5,0.05,,,,,,
1.29,0.52,12.17,0.04,,,,,,
0.01,-0.01,-1.39,0.85,,,,,,
0.18,-0.16,-0.28,-0.23,,,,,,
0.08,-0.34,-0.14,0,,,,,,
0.01,-0.04,1.19,-0.04,,,,,,
-0.48,-0.21,3.1,0.12,,,,,,
-0.85,0.35,0.83,0.03,,,,,,
3,-0.25,-1.15,-0.15,,,,,,
0.25,0.48,2.19,-0.22,,,,,,
-0.58,0,5,0,,,,,,
-0.31,-0.24,1.5,0.05,,,,,,
-0.2,0.31,9.5,0.52,,,,,,
-0.06,-0.29,-1.45,0.12,,,,,,
-0.32,-0.56,-9,-0.2,,,,,,
-0.38,-0.15,-21.26,-0.02,,,,,,
-0.16,0.06,0.65,0.11,,,,,,
0.35,0.31,-0.6,0.17,,,,,,
-0.29,0.26,77,0,,,,,,
-0.09,0.11,0.15,0.02,,,,,,
-0.11,0.31,-0.06,-0.23,,,,,,
0.01,-0.28,0.02,1.14,,,,,,
-0.52,-0.2,0.99,-0.39,,,,,,
-0.36,-0.04,1.55,0,,,,,,
-0.3,-1,0,-0.05,,,,,,
-0.77,0.04,5.39,0.06,,,,,,
-0.57,0.14,-0.07,-0.02,,,,,,
-0.18,-0.18,-0.32,0.32,,,,,,
-0.57,0.07,-20,0.03,,,,,,
-1,-0.19,42,0,,,,,,
1.06,-0.21,0.53,-0.17,,,,,,
-0.09,-0.25,-2,-0.68,,,,,,
-0.39,-0.02,-0.08,3.3,,,,,,
0.82,0.13,-6.53,0.01,,,,,,
-0.55,0.1,46,0.02,,,,,,
-0.3,-0.15,0.75,-0.03,,,,,,
0.2,0.24,0.3,0.44,,,,,,
-0.55,0.09,0.29,0.01,,,,,,
0.3,0.17,-110,-0.31,,,,,,
0.18,0.14,1.75,0.12,,,,,,
-0.21,0.35,-66.5,0.2,,,,,,
-0.16,0.51,-9300,0.08,,,,,,
0.35,0.08,-7,-0.71,,,,,,
0.47,-0.02,850,-0.02,,,,,,
-0.74,-0.12,61,0,,,,,,
1.16,0.05,-2.2,-0.76,,,,,,
-0.54,-0.18,1.4,-0.02,,,,,,
-0.41,0.57,0.17,-0.03,,,,,,
0.07,-0.53,-0.5,0.25,,,,,,
-0.35,0.24,2.67,0.03,,,,,,
-0.58,-0.19,-0.95,0.02,,,,,,
-0.11,-0.09,1.22,-0.05,,,,,,
-0.17,0.06,3.5,0,,,,,,
0.47,0.45,-0.45,0.33,,,,,,
-1,0.21,-2.84,0,,,,,,
-0.29,-0.22,14.45,0,,,,,,
0.34,-0.1,0.63,0.03,,,,,,
-0.04,0.22,2.17,-0.07,,,,,,
-0.41,-0.3,0.21,-0.04,,,,,,
-0.35,0.26,-2.22,0.04,,,,,,
-0.14,-0.18,-3.27,0.65,,,,,,
-0.19,0.06,24,-0.37,,,,,,
-0.16,-0.18,-7,-0.01,,,,,,
0.35,-0.23,-0.79,-0.03,,,,,,
0.21,0.19,1.6,-0.12,,,,,,
0.18,-0.04,-1.57,-0.18,,,,,,
-0.57,0.17,3.88,0,,,,,,
-0.18,-0.2,0.01,-0.1,,,,,,
-0.5,0.09,0.33,0.16,,,,,,
0.33,0.29,0.93,0.96,,,,,,
-0.46,0.44,-6.71,0.03,,,,,,
-0.45,0.12,-1.85,0.17,,,,,,
-0.21,-0.3,0.74,-0.23,,,,,,
-0.22,-0.27,0.47,-0.34,,,,,,
-0.27,-0.17,-3.87,0,,,,,,
0.04,1.1,-32,0.01,,,,,,
-0.42,0.04,11,0.02,,,,,,
-0.33,-0.18,21,0,,,,,,
-0.27,-0.51,0.07,0.36,,,,,,
-0.31,0.14,-2.49,0.02,,,,,,
-0.42,-0.09,-3.6,0.9,,,,,,
-0.59,0.18,-600,0.02,,,,,,
0.04,0.12,-1.3,-0.06,,,,,,
-0.2,0.07,-3,0.02,,,,,,
0,0.13,0,0.07,,,,,,
-0.32,-0.26,-3.12,0.03,,,,,,
-0.3,0.59,-12,0.01,,,,,,
-0.61,0.17,34,0.04,,,,,,
-0.52,-0.05,-0.26,0,,,,,,
0.23,-0.08,1.44,0.17,,,,,,
-0.35,0.1,-0.3,-0.02,,,,,,
-0.28,1.85,-0.48,0.01,,,,,,
0.74,0.08,1.08,-0.02,,,,,,
-0.24,0.15,135,0.18,,,,,,
0.03,-0.01,0.23,0.4,,,,,,
0.06,0.79,12.03,-0.07,,,,,,
-0.47,-0.24,25,-0.04,,,,,,
-0.49,-0.24,35,0.01,,,,,,
-0.43,-0.07,0.1,0.02,,,,,,
-0.13,-0.15,-2,-0.17,,,,,,
-0.3,0.03,20,-0.04,,,,,,
-0.13,1.2,-19.5,0.37,,,,,,
0.27,-0.06,0.38,0,,,,,,
-0.51,-0.08,8.2,0.02,,,,,,
-0.41,0.13,1.9,0,,,,,,
-0.31,0.01,56,-0.06,,,,,,
0.01,-0.14,19,0.55,,,,,,
-0.56,-0.04,0.94,-0.01,,,,,,
-0.63,0.47,-4.5,0.02,,,,,,
-0.29,0.12,1.15,0.05,,,,,,
-0.3,0.24,-39.5,0.05,,,,,,
0.06,-0.04,-0.65,0.59,,,,,,
-0.49,-0.37,0.28,0.33,,,,,,
-0.38,-0.17,-0.43,0.06,,,,,,
-0.32,-0.01,-0.93,0.01,,,,,,
0.26,-0.15,-2.3,0.3,,,,,,
-0.08,-0.31,0.26,-0.31,,,,,,
0.08,-0.16,4.75,0.26,,,,,,
-0.37,-0.38,-2.02,0.01,,,,,,
0.39,-0.16,2.29,0.1,,,,,,
-0.24,0,-1.25,0.08,,,,,,
-0.04,-0.14,-0.05,0.16,,,,,,
-1,0.08,-0.28,0,,,,,,
1.02,0.9,0.92,1.05,,,,,,
0.02,-0.26,0.02,0.15,,,,,,
1.53,0.4,0.01,-0.08,,,,,,
-0.13,-0.17,-0.62,1,,,,,,
-0.08,-0.18,1.4,0.02,,,,,,
-0.56,0.14,2.15,0.04,,,,,,
-0.06,0.13,1.13,-0.01,,,,,,
-0.04,0.05,-0.9,0.3,,,,,,
1.7,0.01,2.37,-0.01,,,,,,
-0.51,0.09,-2,0.01,,,,,,
0.35,0.03,0.8,0,,,,,,
-0.03,0.07,57,-0.04,,,,,,
-0.75,0.18,-1.85,0.01,,,,,,
0.37,0.96,11.4,-0.12,,,,,,
-0.24,0.17,-50,0.2,,,,,,
0.72,-0.18,-0.28,0.25,,,,,,
-0.02,-0.2,-70,0.07,,,,,,
0.47,-0.14,0.21,0.69,,,,,,
-0.19,-0.04,-1.56,0.33,,,,,,
0.18,0,-1.25,0.08,,,,,,
-0.15,0.09,-1142,300,,,,,,
-0.49,0.25,-6.63,170,,,,,,
1.65,-0.59,1.5,-140,,,,,,
-0.38,-0.26,0.12,-534,,,,,,
-0.36,-0.05,0.9,-0.12,,,,,,
-0.07,0.02,-12,-1.3,,,,,,
-0.38,-0.25,-0.84,0.4,,,,,,
-0.47,-0.4,0.18,-0.13,,,,,,
-0.16,0.03,102,-0.04,,,,,,
-0.27,3.87,895,0.11,,,,,,
-0.52,0.46,0.03,2.42,,,,,,
0.07,0.18,-93,0.9,,,,,,
1,-0.3,0.94,0.33,,,,,,
2.12,0.4,-4.41,0.04,,,,,,
-0.14,-0.07,-0.05,0.46,,,,,,
0.15,0.03,-450,0.21,,,,,,
0.71,-0.31,-0.2,-0.77,,,,,,
1.15,-0.53,0.04,-0.2,,,,,,
0.06,0.28,-100,-0.16,,,,,,
0,-0.03,-9.5,0.46,,,,,,
0.11,-0.26,0.2,-0.18,,,,,,
0.35,0.06,-0.41,0.24,,,,,,
0.7,-0.26,-0.6,-0.6,,,,,,
1.3,0.03,70,0.11,,,,,,
-0.27,0.33,62,12,,,,,,
0.4,-0.18,2.25,-105,,,,,,
-0.42,-0.19,11,-170,,,,,,
-0.35,0.16,0,-4,,,,,,
0.25,-0.15,-0.01,-165,,,,,,
0.5,0.53,0.09,5,,,,,,
0.13,0.88,-12.5,-350,,,,,,
-0.2,-0.17,0.11,-190,,,,,,
0.04,-0.04,0.6,50,,,,,,
-0.29,0.16,-49.7,90,,,,,,
1.29,0.07,-307,20,,,,,,
-0.32,1.1,-1.92,-8,,,,,,
0.37,0.03,1.03,-200,,,,,,
0.41,0.26,-188,-140,,,,,,
-0.14,0.52,1.9,-4,,,,,,
-0.32,-0.42,0.6,-175,,,,,,
1.35,-0.2,0.18,25,,,,,,
1.24,0.02,1.05,150,,,,,,
0.16,0.27,-7.75,-420,,,,,,
-0.2,-0.02,2.28,-25,,,,,,
-0.18,-0.19,-3.58,6,,,,,,
0.08,1.15,-5200,70,,,,,,
-0.3,-0.31,1.63,20,,,,,,
0.77,0.94,-7.3,-190,,,,,,
-0.28,-0.09,-0.05,-4,,,,,,
0.12,0.11,4.61,-25,,,,,,
-0.12,0.16,-0.26,-65,,,,,,
-0.2,0.11,3.2,-60,,,,,,
0.27,0.57,-17.86,-30,,,,,,
-0.04,-0.02,-4.03,50.6,,,,,,
0.06,-0.17,0.03,-17.1,,,,,,
-0.1,0.05,4.09,63.7,,,,,,
-0.4,0.19,0.3,62.7,,,,,,
0.29,0.13,845,17.9,,,,,,
-0.45,-0.09,0.61,11.55,,,,,,
-0.02,0.44,4.76,59,,,,,,
0.12,0,-0.5,10.05,,,,,,
0.24,0.92,-9,3.3,,,,,,
-0.12,0.09,240,16.55,,,,,,
-0.57,-0.06,-180,-4.8,,,,,,
-0.56,0.99,-53,25.7,,,,,,
-0.32,-0.18,-45,48.95,,,,,,
-0.69,0.43,0.29,30.25,,,,,,
0.2,-0.01,-0.19,10.4,,,,,,
0.12,0.14,-67,30.1,,,,,,
-0.07,0.08,130,137.4,,,,,,
-0.32,-0.06,0.67,142.9,,,,,,
-0.59,-0.03,4.5,20.95,,,,,,
0.12,-0.21,1.72,157.65,,,,,,
0.3,-0.21,-85,68.55,,,,,,
-0.19,-0.01,60,13.4,,,,,,
0.36,0.22,-6750,-45.35,,,,,,
0.28,-0.05,0.14,2.25,,,,,,
-0.39,-0.14,4.25,133.7,,,,,,
-0.4,-0.47,4.2,35.6,,,,,,
0.1,0.09,1.78,13.2,,,,,,
0.17,-0.55,45,14.15,,,,,,
0.17,0.13,1.47,30.15,,,,,,
0.51,-0.49,0.4,28.2,,,,,,
-0.34,-0.48,0.03,1.9,,,,,,
-0.27,0.42,19,10.6,,,,,,
0.56,0.11,29,2.3,,,,,,
-0.32,-0.03,13,15.55,,,,,,
-0.85,0.07,-0.59,0.5,,,,,,
0.02,-0.12,-0.6,-5.7,,,,,,
-0.59,-0.07,91,216.9,,,,,,
0.93,-0.36,-0.09,1.2,,,,,,
-0.69,-0.26,0.7,31.4,,,,,,
0.03,-0.09,96,5.4,,,,,,
-0.46,0.33,200,-30.34,,,,,,
1.1,-0.22,0.27,2.5,,,,,,
-0.2,0.25,0.12,37.4,,,,,,
-0.01,-0.08,0.7,-26,,,,,,
-0.03,0.06,0.68,23.45,,,,,,
-0.34,-0.25,580,33.95,,,,,,
-0.39,-0.12,-1.5,5.3,,,,,,
-0.15,-0.61,0.23,23.4,,,,,,
-0.34,-0.01,0,48.7,,,,,,
-0.38,0.25,600,18,,,,,,
0.38,0.05,-5.33,1.5,,,,,,
-0.25,-0.06,-0.41,11.5,,,,,,
0.66,0.2,-0.07,9.7,,,,,,
-0.27,-0.47,12,0,,,,,,
0.02,0,0.27,20.35,,,,,,
-0.49,-0.18,0.45,12.9,,,,,,
0.3,0.49,-0.05,10.15,,,,,,
0.55,-0.1,1.75,2.55,,,,,,
-0.21,0.62,9.2,5.7,,,,,,
-0.05,0.75,0.85,5.6,,,,,,
-0.07,-0.12,1.7,0.05,,,,,,
0.07,0,-54,20.7,,,,,,
1.15,-0.16,-2.18,-58.6,,,,,,
-0.47,0.09,-0.05,-7.7,,,,,,
-0.16,0.01,-0.02,66.55,,,,,,
-0.16,0.27,-248,32.8,,,,,,
-0.18,-0.14,2.92,38.9,,,,,,
0.19,-0.25,0.35,7.85,,,,,,
0.12,0.28,-1.68,21.3,,,,,,
-0.41,-0.29,-0.01,13.95,,,,,,
0.24,0.05,-0.24,-3.5,,,,,,
0.32,-0.36,-0.75,0.65,,,,,,
-0.37,0.03,2.84,-0.45,,,,,,
0.03,0.72,-1,49.6,,,,,,
-0.52,-0.22,0.57,8.95,,,,,,
0.2,-0.33,8500,2.75,,,,,,
0.39,-0.01,6.3,-220.85,,,,,,
-0.24,-0.19,0.05,16.65,,,,,,
-0.24,0.39,4,-6.45,,,,,,
-0.31,2.93,-0.86,29.27,,,,,,
0.33,-0.1,-19500,-41.6,,,,,,
0.31,-0.03,14,-28.9,,,,,,
-0.24,0.66,5.25,-27.7,,,,,,
-0.23,-0.36,-1,-13.8,,,,,,
0.85,0.23,-0.01,-23.8,,,,,,
-0.24,-0.31,0.2,-10.65,,,,,,
-0.08,1.22,11.5,28.55,,,,,,
-0.31,0.13,10,-33.9,,,,,,
-0.34,-0.23,68,9.1,,,,,,
-0.66,-0.39,0.5,13.4,,,,,,
0.01,-0.51,0.02,-142.5,,,,,,
0.05,1.05,0.24,69.6,,,,,,
-0.42,-0.15,2.9,11.8,,,,,,
0.44,0.52,0.52,0.15,,,,,,
-0.2,0.21,-0.3,20.75,,,,,,
-0.08,0.02,1.14,10.5,,,,,,
1.04,-0.17,22,1056.1,,,,,,
0.82,-0.04,-0.72,-22.25,,,,,,
0.19,0.06,-710,96.85,,,,,,
0.31,-0.14,-230,11.25,,,,,,
-0.43,0.74,-20.54,12.4,,,,,,
-0.43,0.04,-6,9.95,,,,,,
-0.19,0.3,-0.84,7.1,,,,,,
-0.07,-0.27,0,5.6,,,,,,
0.03,0.34,5,70,,,,,,
-0.23,0.03,-0.58,2.44,,,,,,
0.05,-0.07,58,-21.95,,,,,,
-0.42,-0.37,-1.7,-1.55,,,,,,
0.41,-0.15,2.1,113.75,,,,,,
-0.06,0.15,-475,-27.05,,,,,,
-0.39,-0.09,-0.08,6.6,,,,,,
-0.45,-0.42,600,29.55,,,,,,
-0.42,-0.11,9,119.5,,,,,,
-0.36,-0.08,2.55,16.1,,,,,,
0.57,-0.29,1.11,16.95,,,,,,
-0.22,-0.35,-97.8,51.05,,,,,,
-0.69,0.26,0.2,49.95,,,,,,
-0.09,0.11,-5.85,36.2,,,,,,
-0.68,0.14,-0.4,3.4,,,,,,
-0.21,0.31,-15,12.05,,,,,,
-0.35,0.49,0.9,9.25,,,,,,
-0.25,-0.17,2.9,168.2,,,,,,
0.31,-0.31,0.11,132.9,,,,,,
-0.13,-0.13,0.4,7.55,,,,,,
-0.2,-0.29,0.45,-63.3,,,,,,
-0.38,-0.29,2.56,3.6,,,,,,
-0.1,0.16,10.85,47.35,,,,,,
-0.14,0.72,52,4.8,,,,,,
0.37,0.27,78.6,0.3,,,,,,
-0.49,0.17,-1.85,180.85,,,,,,
0.37,0.27,-0.44,12.15,,,,,,
0.54,-0.08,-0.5,224.6,,,,,,
0.11,-0.21,0.7,5.2,,,,,,
-0.28,-0.13,-10,8.4,,,,,,
-0.64,0.02,154,20.55,,,,,,
-0.34,-0.22,-275,27.4,,,,,,
-0.21,-0.12,-69,23.3,,,,,,
-0.04,-0.41,-1.5,-206.75,,,,,,
0.01,0,0.22,6.35,,,,,,
-0.06,-0.2,73,-13.6,,,,,,
-0.13,0.2,-600,18.3,,,,,,
-0.39,-0.13,72,14.9,,,,,,
-0.31,-0.28,-2.3,15.45,,,,,,
-0.13,0.06,4,-83,,,,,,
0.73,0.1,0.2,-54.5,,,,,,
-0.3,0.12,-10,8.05,,,,,,
-0.5,-0.08,-29,63.35,,,,,,
-0.53,0.1,-101,8.65,,,,,,
-0.43,0.02,-150,54.9,,,,,,
-0.32,-0.19,2.75,57,,,,,,
-0.71,0.27,566,1100,,,,,,
0.66,-0.06,0.38,-5300,,,,,,
0.17,0.62,-1.84,-1500,,,,,,
0.82,-0.25,-0.15,-430,,,,,,
0.21,-0.3,-440,800,,,,,,
1.06,0.22,0.74,-340,,,,,,
-0.04,-0.02,139,-2100,,,,,,
0.1,-0.13,-227,150,,,,,,
0.42,-0.19,212,-9500,,,,,,
-0.01,0.06,-0.18,500,,,,,,
0.33,1.35,75,-2000,,,,,,
0,0.25,-9,-50,,,,,,
0.25,-0.13,-0.55,6300,,,,,,
-0.21,0,0.17,145,,,,,,
0.02,0.41,-19,1200,,,,,,
-0.02,-0.31,14,750,,,,,,
-0.39,0.8,-2,1350,,,,,,
0.91,0.42,-74,-1800,,,,,,
0.72,-0.3,1.1,-1170,,,,,,
0.66,-0.01,-3.14,-2800,,,,,,
0.39,-0.38,2.68,0,,,,,,
0.32,-0.48,-0.6,-2100,,,,,,
1.56,-0.14,1.75,-1010,,,,,,
0.22,0.16,3.27,300,,,,,,
0.17,0.4,-1.65,-1400,,,,,,
0.51,-0.21,2.65,-1450,,,,,,
0.51,-0.41,0.22,-2150,,,,,,
0.47,-0.37,-0.18,-2950,,,,,,
-0.07,-0.35,0,-2250,,,,,,
-0.2,-0.08,0.29,3500,,,,,,
0.2,0.38,-11.63,-5500,,,,,,
0.21,-0.18,0.29,1280,,,,,,
0.03,0.34,-0.04,-2800,,,,,,
0.13,-0.07,0.08,-13400,,,,,,
0.68,0.53,5.23,-2600,,,,,,
0.56,-0.1,-0.5,-240,,,,,,
0.73,-0.28,-10,-1750,,,,,,
0.17,0,22,0,,,,,,
0.99,0.36,-110,-1600,,,,,,
0.14,0.17,39,-850,,,,,,
0.8,0.5,20,-970,,,,,,
0.24,0.11,44,-600,,,,,,
1.32,-0.25,-0.31,-7000,,,,,,
0.35,-0.3,-0.7,500,,,,,,
0,0.11,14.35,-200,,,,,,
0.04,-0.31,-0.15,-5500,,,,,,
0.67,-0.17,-44,-2300,,,,,,
0.05,0.14,100,-12300,,,,,,
0.1,-0.61,-0.05,-6000,,,,,,
-0.24,0.56,-85,-1650,,,,,,
0.87,0.12,-1.52,-350,,,,,,
0.23,0,-6,-3500,,,,,,
0.13,-0.38,0.1,50,,,,,,
-0.05,0.74,11,-2600,,,,,,
0.07,-0.1,160,-8000,,,,,,
0.83,0.32,140,-585,,,,,,
0.15,-0.03,-1.87,-1650,,,,,,
0.3,0.01,-5,350,,,,,,
0.18,0.62,-14100,-20500,,,,,,
0.39,-0.17,0,-400,,,,,,
0.25,0.35,9.45,-1000,,,,,,
0.5,0.18,-150,-110,,,,,,
0.62,0.13,-70,7100,,,,,,
0.12,0.16,-4,-300,,,,,,
0.58,-0.28,43.5,-370,,,,,,
0.05,-0.05,-160,-310,,,,,,
0.7,0.07,33,-950,,,,,,
-0.42,0.21,-31,920,,,,,,
-0.01,-0.14,-1.38,380,,,,,,
0.03,-0.13,-270,-250,,,,,,
0.22,1.2,2.75,250,,,,,,
0.16,0.08,1.15,-2000,,,,,,
0.62,0.16,-29.5,-3550,,,,,,
-0.34,-0.05,0.2,550,,,,,,
1.03,-0.12,-19.55,-72000,,,,,,
0.24,-0.21,-1.09,-1200,,,,,,
1.02,-0.23,-317,-40500,,,,,,
0.35,0.2,0,2200,,,,,,
1.24,-0.43,2.5,-1950,,,,,,
0.09,0.72,0.55,-5000,,,,,,
-0.13,-0.08,-1.09,50,,,,,,
0.12,-0.31,-5.5,-100,,,,,,
0.15,-0.37,0.02,1150,,,,,,
0.12,-0.22,-0.14,-2550,,,,,,
0.72,0.2,6.55,-5000,,,,,,
0.62,0.16,-3,-3150,,,,,,
0.24,-0.56,-0.55,-2000,,,,,,
0.45,-0.51,-0.1,-100,,,,,,
0.18,0.11,9.2,1600,,,,,,
-0.1,-0.4,49.3,1650,,,,,,
-0.44,0.14,-2.7,-5,,,,,,
-0.05,-0.25,0.44,9000,,,,,,
0.63,0.11,360,-900,,,,,,
1.25,-0.05,-9.2,2400,,,,,,
0.42,0.55,-112,-290,,,,,,
-0.86,-0.36,0,-200,,,,,,
-0.84,-0.14,17.45,350,,,,,,
0.88,-0.19,300,-2050,,,,,,
0.23,-0.07,11.7,100,,,,,,
0.08,0.09,116,-550,,,,,,
0.5,-0.07,-0.15,-1400,,,,,,
0.54,-0.38,25,-3200,,,,,,
-0.24,-0.2,0.05,800,,,,,,
-0.04,-0.33,0.25,-300,,,,,,
0.68,-0.23,122,-4600,,,,,,
0.1,-0.27,-0.3,-1500,,,,,,
0.28,1.06,-4400,-1500,,,,,,
0.1,0.7,-2400,1800,,,,,,
0.1,-0.07,68,-100,,,,,,
-0.09,0.05,-7900,1700,,,,,,
0.45,0.24,-0.09,650,,,,,,
0.34,0,2.03,-600,,,,,,
0.22,0.2,10,400,,,,,,
1.4,0.01,0.06,-5200,,,,,,
0.76,0.42,-660,-290,,,,,,
0.02,-0.41,1.47,150,,,,,,
0.46,0.15,-0.24,-180,,,,,,
0.28,0.33,-51,-700,,,,,,
-0.01,0.28,37,-1400,,,,,,
0.02,1.17,19.5,1100,,,,,,
-0.03,0.15,-1.05,0,,,,,,
0.38,-0.33,0.6,-2700,,,,,,
0.28,0.76,95.2,-11000,,,,,,
0.11,0.22,-230,-1450,,,,,,
-0.02,0.12,5,0,,,,,,
-0.21,-0.34,0.2,7300,,,,,,
0.27,0.41,-162,-3650,,,,,,
0.03,-0.05,-0.25,-15000,,,,,,
0.13,0.07,0.18,-5900,,,,,,
-0.06,-0.28,0.85,-800,,,,,,
0.04,-0.12,20,-8500,,,,,,
0.07,-0.14,-0.8,-2500,,,,,,
0.52,-0.09,-900,-250,,,,,,
1.48,0.75,-1.8,-2000,,,,,,
0.68,-0.18,126,-900,,,,,,
0.8,-0.19,-245,80000,,,,,,
-0.17,-0.27,0.85,-350,,,,,,
0.07,0.03,-0.35,600,,,,,,
-0.51,-0.53,0,270,,,,,,
-0.15,0.17,-1100,-300,,,,,,
0.34,-0.06,0.17,1550,,,,,,
-0.35,-0.26,-2.15,-500,,,,,,
-0.04,0.17,0.59,10,,,,,,
-0.19,2.13,2.55,-15500,,,,,,
0.2,0.31,-0.9,-8000,,,,,,
0.14,-0.07,0.36,-1150,,,,,,
-0.07,0.76,-13000,-400,,,,,,
0.14,0.14,-0.57,6600,,,,,,
0.51,0.66,-430,400,,,,,,
