country,marketclass,pro_forma_gics_industry_group_name,weightchange,excessvolume,pricechangeeffective
SOUTH AFRICA,EM,"Pharmaceuticals, Biotechnology & Life Sciences",0.000625,0.093207748,-1142
USA,DMSC,Health Care Equipment & Services,0.000625,0.246683036,-6.63
TAIWAN,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000625,-0.585620078,1.5
FINLAND,DMSC,Retailing,0.000625,-0.259032573,0.115
USA,DMSC,Capital Goods,0.000625,-0.053875667,0.9
JAPAN,DM,Materials,0.000625,0.021937584,-12
SWEDEN,DMSC,Diversified Financials,0.000625,-0.246639944,-0.84
USA,DMSC,Banks,0.000625,-0.399511863,0.18
JAPAN,DM,Diversified Financials,0.000625,0.025317675,102
JAPAN,DMSC,Banks,0.000625,3.870056658,895
CHINA,EMSC,Consumer Services,0.000625,0.456824149,0.027
JAPAN,DM,Technology Hardware & Equipment,0.000625,0.181147475,-93
MEXICO,EMSC,Real Estate,0.000625,-0.302218836,0.94
CHINA,EM,Software & Services,0.000625,0.399144712,-4.41
TAIWAN,EM,Diversified Financials,0.000625,-0.073624209,-0.05
JAPAN,DM,Semiconductors & Semiconductor Equipment,0.000625,0.034789721,-450
USA,DMSC,Health Care Equipment & Services,0.000625,-0.311887675,-0.2
CHINA,EMSC,Consumer Durables & Apparel,0.000625,-0.532691732,0.04
KOREA,EMSC,Semiconductors & Semiconductor Equipment,0.000625,0.281439723,-100
UNITED KINGDOM,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000625,-0.025670349,-9.5
USA,DM,Consumer Durables & Apparel,0.000625,-0.258411312,0.2
FINLAND,DMSC,Capital Goods,0.000625,0.058667682,-0.41
TAIWAN,EMSC,Technology Hardware & Equipment,0.000625,-0.256399943,-0.6
JAPAN,DM,Capital Goods,0.000625,0.02714188,70
UNITED KINGDOM,DMSC,Media,0.000625,0.332682275,62
SWITZERLAND,DMSC,Capital Goods,0.000625,-0.183387806,2.25
JAPAN,DMSC,Retailing,0.000625,-0.186714706,11
TAIWAN,EMSC,Automobiles & Components,0.000625,0.156216832,0
AUSTRALIA,DM,Real Estate,0.000625,-0.154874114,-0.01
CHINA,EMSC,Technology Hardware & Equipment,0.000625,0.534515446,0.09
BRAZIL,EM,Materials,0.000623,0.046395881,-0.9
USA,DMSC,Diversified Financials,0.00062,0.125857456,1.13
USA,DM,Consumer Services,0.000619,-0.17443604,-0.62
USA,DMSC,Banks,0.000619,-0.178560059,1.4
USA,DM,Media,0.000619,0.137277165,2.15
UNITED ARAB EMIRATES,EM,Banks,0.000617,0.402905083,0.01
USA,DM,Materials,0.000615,-0.25937789,0.02
USA,DMSC,Software & Services,0.000614,0.904507914,0.92
SPAIN,DM,Energy,0.000611,0.075595781,-0.275
USA,DMSC,Utilities,0.000609,-0.142622827,-0.05
USA,DM,"Pharmaceuticals, Biotechnology & Life Sciences",0.0006,-0.156258114,2.29
FRANCE,DM,Software & Services,0.0006,-0.002887382,-1.25
USA,DMSC,Food Beverage & Tobacco,0.000598,-0.15825228,4.75
CANADA,DMSC,Real Estate,0.000598,-0.376925952,-2.02
NEW ZEALAND,DMSC,Health Care Equipment & Services,0.000597,-0.314266703,0.26
USA,DMSC,Real Estate,0.000596,-0.148654628,-2.3
FRANCE,DM,Media,0.000594,-0.010527152,-0.93
USA,DMSC,Health Care Equipment & Services,0.000593,-0.370699604,0.28
USA,DM,Consumer Services,0.000593,-0.174425545,-0.43
USA,DMSC,Capital Goods,0.00059,-0.044435387,-0.65
TAIWAN,EMSC,Consumer Durables & Apparel,0.000589,0.466403443,-4.5
USA,DM,Energy,0.000589,0.123725942,1.15
UNITED KINGDOM,DMSC,Commercial & Professional Services,0.000589,0.239738433,-39.5
MEXICO,EM,Food Beverage & Tobacco,0.000588,-0.165087593,-3.87
UNITED KINGDOM,DMSC,Energy,0.000588,1.100657053,-32
JAPAN,DMSC,Capital Goods,0.000588,0.042525462,11
JAPAN,DM,Capital Goods,0.000588,-0.182792706,21
FRANCE,DMSC,Media,0.000588,-0.514543014,0.074
GERMANY,DM,Utilities,0.000588,0.144118677,-2.49
UNITED KINGDOM,DMSC,Transportation,0.000588,-0.093474908,-3.6
JAPAN,DMSC,Real Estate,0.000588,0.184780589,-600
NETHERLANDS,DMSC,Semiconductors & Semiconductor Equipment,0.000588,0.119207501,-1.295
SWEDEN,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000588,0.072861733,-3
USA,DMSC,Automobiles & Components,0.000588,0.12614642,0
USA,DMSC,Commercial & Professional Services,0.000588,-0.262048729,-3.12
SWITZERLAND,DMSC,Capital Goods,0.000588,0.588674063,-12
JAPAN,DMSC,Banks,0.000588,0.165581591,34
USA,DMSC,Insurance,0.000588,-0.049671715,-0.26
ITALY,DM,Banks,0.000588,-0.083502219,1.44
SWEDEN,DM,Capital Goods,0.000588,0.10386036,-0.3
CHINA,EMSC,Commercial & Professional Services,0.000588,1.854218815,-0.48
USA,DMSC,Health Care Equipment & Services,0.000588,0.079488073,1.08
JAPAN,DM,"Pharmaceuticals, Biotechnology & Life Sciences",0.000588,0.15308069,135
FRANCE,DM,Insurance,0.000588,-0.008055688,0.225
USA,DM,Retailing,0.000588,0.785916736,12.03
JAPAN,DMSC,Technology Hardware & Equipment,0.000588,-0.244395051,25
JAPAN,DMSC,Banks,0.000588,-0.240113928,35
TAIWAN,EM,Semiconductors & Semiconductor Equipment,0.000588,-0.065097323,0.1
TAIWAN,EMSC,Technology Hardware & Equipment,0.000588,-0.152768549,-2
JAPAN,DMSC,Banks,0.000588,0.030359073,20
TAIWAN,EMSC,Technology Hardware & Equipment,0.000588,1.195865946,-19.5
SWITZERLAND,DM,Capital Goods,0.000588,-0.055170416,0.38
SWITZERLAND,DMSC,Capital Goods,0.000588,-0.081822995,8.2
TAIWAN,EMSC,Semiconductors & Semiconductor Equipment,0.000588,0.129298964,1.9
JAPAN,DMSC,Materials,0.000588,0.010034779,56
UNITED KINGDOM,DMSC,Commercial & Professional Services,0.000588,-0.142715758,19
USA,DMSC,Health Care Equipment & Services,0.000588,-0.036542107,0.94
USA,DMSC,Diversified Financials,0.000587,-0.269291321,0.47
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000584,-0.295501145,0.74
USA,DMSC,Technology Hardware & Equipment,0.00058,0.117504303,-1.85
USA,DMSC,Retailing,0.000579,0.292308947,0.93
USA,DM,Real Estate,0.000579,0.44093559,-6.71
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000578,0.092014236,0.33
USA,DM,Materials,0.000577,-0.199679476,0.01
USA,DM,Energy,0.000576,0.171190189,3.88
FRANCE,DM,Diversified Financials,0.000573,-0.035846776,-1.5657
THAILAND,EM,Energy,0.000571,-0.179251269,-7
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000571,-0.229936751,-0.79
USA,DMSC,Consumer Durables & Apparel,0.000571,0.191518254,1.6
JAPAN,DMSC,Banks,0.000569,0.062743473,24
USA,DMSC,Software & Services,0.000568,-0.175768206,-3.27
USA,DMSC,Health Care Equipment & Services,0.000566,0.217786377,2.17
USA,DMSC,Capital Goods,0.000566,-0.296315006,0.21
USA,DM,Insurance,0.000566,0.2579768,-2.22
CANADA,DMSC,Materials,0.000565,-0.097500049,0.63
TAIWAN,EM,Banks,0.000564,0.452647311,-0.45
USA,DM,Software & Services,0.000564,0.213956866,-2.84
POLAND,EMSC,Diversified Financials,0.000564,-0.220228327,14.45
USA,DMSC,Diversified Financials,0.000563,0.064264075,3.5
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000562,-0.187013231,-0.95
USA,DMSC,Banks,0.000562,-0.089823798,1.22
USA,DMSC,Retailing,0.000561,0.236848715,2.67
SWITZERLAND,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.00056,0.047893305,-2.2
USA,DMSC,Banks,0.00056,-0.179615799,1.4
FINLAND,DMSC,Health Care Equipment & Services,0.00056,0.571301109,0.17
USA,DMSC,Commercial & Professional Services,0.00056,-0.528885221,-0.5
ISRAEL,DMSC,Real Estate,0.000559,-0.118473485,61
KOREA,EMSC,Health Care Equipment & Services,0.000558,-0.019881698,850
USA,DMSC,Banks,0.000556,-0.01825905,1.44
JAPAN,DM,Software & Services,0.000556,-0.078406844,-22.4
JAPAN,DM,Materials,0.000556,0.10227451,8.1
SWEDEN,DMSC,Energy,0.000556,-0.260326428,8
GERMANY,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000556,0.307213731,-5.811
CHINA,EMSC,Capital Goods,0.000556,-0.205515419,-0.04
SWEDEN,DMSC,Capital Goods,0.000556,2.063723848,0.5
JAPAN,DM,Banks,0.000556,-0.014005036,9.9
JAPAN,DM,Capital Goods,0.000556,0.096080671,-5
SWEDEN,DMSC,Real Estate,0.000556,-0.111411655,-1.5
USA,DM,Software & Services,0.000556,0.516821606,12.17
FRANCE,DM,Technology Hardware & Equipment,0.000556,-0.014926881,-1.39
FINLAND,DMSC,Capital Goods,0.000556,-0.158933253,-0.28
HONG KONG,DMSC,Transportation,0.000556,-0.344301272,-0.14
USA,DMSC,Real Estate,0.000556,-0.035737553,1.19
TAIWAN,EMSC,Technology Hardware & Equipment,0.000556,-0.209487777,3.1
USA,DMSC,Materials,0.000556,0.352023964,0.83
TAIWAN,EMSC,Semiconductors & Semiconductor Equipment,0.000556,-0.248015869,-1.15
AUSTRALIA,DM,Diversified Financials,0.000556,0.484384692,2.19
UNITED KINGDOM,DMSC,Insurance,0.000556,0.002009783,5
USA,DMSC,Banks,0.000556,-0.241000268,1.5
UNITED KINGDOM,DMSC,Diversified Financials,0.000556,0.311293309,9.5
SWEDEN,DMSC,Software & Services,0.000556,-0.28562886,-1.45
TAIWAN,EMSC,Semiconductors & Semiconductor Equipment,0.000556,-0.559682295,-9
CANADA,DM,Software & Services,0.000556,-0.153742733,-21.26
USA,DMSC,Retailing,0.000556,0.055331742,0.65
USA,DMSC,Consumer Services,0.000556,0.308767042,-0.6
JAPAN,DM,Automobiles & Components,0.000556,0.259589148,77
USA,DMSC,Commercial & Professional Services,0.000556,0.10905875,0.15
FINLAND,DMSC,Real Estate,0.000556,0.30566198,-0.06
CHINA,EMSC,Consumer Durables & Apparel,0.000556,-0.281153941,0.021
AUSTRALIA,DM,Diversified Financials,0.000556,-0.199401628,0.99
USA,DMSC,Food Beverage & Tobacco,0.000556,-0.036993893,1.55
ITALY,DMSC,Banks,0.000556,-1,0
USA,DMSC,Consumer Services,0.000556,0.037226935,5.39
AUSTRALIA,DM,Materials,0.000556,0.143135118,-0.07
USA,DMSC,Telecommunication Services,0.000556,-0.183112523,-0.32
JAPAN,DM,Technology Hardware & Equipment,0.000556,0.069622644,-20
JAPAN,DMSC,Diversified Financials,0.000556,-0.188344391,42
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000556,-0.208327277,0.53
SWEDEN,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000556,-0.248529652,-2
CHINA,EM,Diversified Financials,0.000556,-0.019262712,-0.08
USA,DM,Health Care Equipment & Services,0.000556,0.125615171,-6.53
JAPAN,DM,Technology Hardware & Equipment,0.000556,0.104285097,46
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000556,-0.147551182,0.75
ITALY,DM,Capital Goods,0.000556,0.242569738,0.3
USA,DMSC,Diversified Financials,0.000556,0.088839672,0.29
JAPAN,DMSC,Household & Personal Products,0.000556,0.165018363,-110
UNITED KINGDOM,DMSC,Energy,0.000556,0.13952446,1.75
JAPAN,DM,Food Beverage & Tobacco,0.000556,0.351951604,-66.5
KOREA,EM,Automobiles & Components,0.000556,0.511048794,-9300
JAPAN,DMSC,Technology Hardware & Equipment,0.000556,0.084687505,-7
USA,DMSC,Banks,0.000555,0.271762158,0
USA,DMSC,Consumer Services,0.000555,0.244359886,-10.227
JAPAN,DMSC,Transportation,0.000554,0.41067708,13
USA,DMSC,Banks,0.000554,-0.166549348,2.48
USA,DMSC,Banks,0.000554,-0.017081665,0.92
FRANCE,DM,Commercial & Professional Services,0.000552,-0.077979661,0.06
CANADA,DMSC,Banks,0.000552,-0.583070195,2.02
UNITED KINGDOM,DM,Household & Personal Products,0.000552,0.072682724,-582
USA,DM,Software & Services,0.000549,0.470058303,-3.95
CANADA,DMSC,Capital Goods,0.000549,0.02383253,-0.13
UNITED KINGDOM,DMSC,Food Beverage & Tobacco,0.000549,0.543717716,-20.5
USA,DMSC,Banks,0.000548,-0.217953365,0.95
UNITED KINGDOM,DMSC,Consumer Services,0.000548,0.159180455,0
USA,DMSC,Banks,0.000548,-0.171722881,1.31
USA,DMSC,Banks,0.000548,-0.298598277,-0.03
BRAZIL,EMSC,Materials,0.000546,-0.118158605,-0.03
USA,DMSC,Real Estate,0.000545,-0.261170755,-2.45
USA,DM,Software & Services,0.000544,-0.116769929,-2.76
CHINA,EM,Consumer Services,0.000543,0.800898338,11.5
USA,DMSC,Banks,0.000543,0.140641668,0.7
USA,DMSC,Real Estate,0.000541,0.088653412,-2.42
USA,DMSC,Banks,0.00054,0.136154801,0.52
USA,DMSC,Consumer Services,0.000538,0.609147205,4.27
USA,DMSC,Banks,0.000538,-0.12942035,0.42
USA,DMSC,Banks,0.000538,-0.348740211,0.54
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000536,-0.193384693,4.67
CANADA,DM,Materials,0.000534,-0.44080078,-2.1
CANADA,DM,Transportation,0.000534,-0.276732963,-0.62
SOUTH AFRICA,EMSC,Diversified Financials,0.000533,-0.107327445,10
KOREA,EMSC,Technology Hardware & Equipment,0.000533,0.377007133,-950
USA,DMSC,Retailing,0.000533,-0.090204174,2.75
USA,DMSC,Capital Goods,0.000532,0.641482768,-12.8
USA,DMSC,Banks,0.000532,-0.223762629,1.55
USA,DMSC,Capital Goods,0.000532,-0.053471302,0.6
CHINA,EM,Consumer Services,0.000532,0.229528004,-3.89
CANADA,DMSC,Commercial & Professional Services,0.000531,-0.304028417,-0.02
USA,DMSC,Utilities,0.000531,-0.089624352,-0.98
USA,DMSC,Real Estate,0.00053,0.116484094,-3.16
UNITED KINGDOM,DMSC,Diversified Financials,0.000529,0.868234135,-72.5
USA,DMSC,Software & Services,0.000529,-0.359399444,0.62
CANADA,DMSC,Utilities,0.000528,-0.446424715,-0.16
UNITED KINGDOM,DMSC,Commercial & Professional Services,0.000527,-0.193408912,28.7
UNITED KINGDOM,DMSC,Software & Services,0.000527,-0.152627584,-6.5
USA,DMSC,Diversified Financials,0.000527,-0.107005875,-0.02
UNITED KINGDOM,DMSC,Utilities,0.000527,-0.077228933,-46
CANADA,DM,Food & Staples Retailing,0.000526,-0.523522644,0.8
SOUTH AFRICA,EM,Capital Goods,0.000526,0.047303966,-517
UNITED KINGDOM,DMSC,Energy,0.000526,0.480025783,41
USA,DMSC,Technology Hardware & Equipment,0.000526,0.492062731,-6.25
USA,DMSC,Media,0.000526,-0.187919818,-0.2
USA,DMSC,Commercial & Professional Services,0.000526,-0.074428329,-0.2
UNITED KINGDOM,DMSC,Capital Goods,0.000526,0.325446265,-9
NETHERLANDS,DMSC,Capital Goods,0.000526,-0.093725651,1.89
CHINA,EM,Automobiles & Components,0.000526,0.332001826,-1.05
CHINA,EMSC,Food Beverage & Tobacco,0.000526,-0.149608087,-1.14
USA,DMSC,Automobiles & Components,0.000526,0.500226641,3.46
JAPAN,DM,Capital Goods,0.000526,-0.200033164,1
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000526,0.341492483,0.1
CHINA,EMSC,Consumer Durables & Apparel,0.000526,-0.340349372,0.26
JAPAN,DMSC,Real Estate,0.000526,-0.135544868,-3100
JAPAN,DM,Technology Hardware & Equipment,0.000526,-0.144654115,145
USA,DMSC,Consumer Services,0.000526,-0.244822616,2.95
USA,DMSC,Real Estate,0.000526,-0.016706981,0.16
COLOMBIA,EM,Diversified Financials,0.000526,0.876568977,800
USA,DM,Retailing,0.000526,-0.26125201,0.21
USA,DMSC,Automobiles & Components,0.000526,-0.059635824,2.75
USA,DMSC,Commercial & Professional Services,0.000526,-0.049389609,0.05
UNITED KINGDOM,DM,Retailing,0.000526,-0.182745878,-15
NEW ZEALAND,DMSC,Transportation,0.000526,-0.063256732,0.01
CHINA,EMSC,Consumer Services,0.000526,-0.481498395,-0.027
USA,DMSC,Capital Goods,0.000526,-0.193817313,2.6
AUSTRALIA,DM,Consumer Services,0.000526,-0.222029978,-0.01
USA,DMSC,Retailing,0.000526,0.881429877,3.3
CHINA,EMSC,Capital Goods,0.000526,-0.334390083,0.044
NETHERLANDS,DMSC,Energy,0.000526,0.421509764,-0.05
JAPAN,DM,Technology Hardware & Equipment,0.000526,0.004300233,290
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000526,0.698978992,-1.1
USA,DMSC,Banks,0.000526,-0.132074232,0.61
USA,DMSC,Diversified Financials,0.000526,-0.229669801,-0.6
USA,DMSC,Consumer Durables & Apparel,0.000526,-0.026518872,0
CHINA,EMSC,Transportation,0.000526,-0.035596797,-0.32
CHINA,EMSC,Capital Goods,0.000526,-0.534799667,0.019
SOUTH AFRICA,EMSC,Materials,0.000526,-0.131398354,158
SOUTH AFRICA,EMSC,Consumer Services,0.000526,-0.42244414,503
USA,DMSC,Media,0.000526,-0.35612051,5.17
USA,DMSC,Software & Services,0.000526,-0.122382888,0.17
USA,DMSC,Materials,0.000526,0.144261275,2.37
USA,DMSC,Retailing,0.000526,0.315002803,0.04
CHINA,EMSC,Consumer Services,0.000526,-0.276987734,-0.026
CHINA,EMSC,Diversified Financials,0.000526,-0.130140668,0.23
AUSTRALIA,DM,Materials,0.000526,-0.191173917,-0.22
AUSTRALIA,DM,Materials,0.000526,0.178862838,-0.11
USA,DMSC,Consumer Services,0.000526,0.011666272,0.7
USA,DMSC,Health Care Equipment & Services,0.000526,0.73579122,0.83
CANADA,DMSC,Materials,0.000526,-0.140261027,0.43
CHINA,EMSC,Software & Services,0.000526,0.026919981,0.27
CHINA,EM,Diversified Financials,0.000526,-0.112437587,-0.32
AUSTRALIA,DM,Utilities,0.000526,0.232708264,-0.08
UNITED KINGDOM,DMSC,Real Estate,0.000526,0.187111383,69
CANADA,DM,Materials,0.000526,-0.302468935,-0.15
NETHERLANDS,DM,Media,0.000525,0.129610882,0.695
MEXICO,EM,Food Beverage & Tobacco,0.000525,0.077227543,-0.33
USA,DMSC,Capital Goods,0.000521,-0.164546511,-0.3
USA,DMSC,Health Care Equipment & Services,0.000518,1.052630523,0.75
USA,DMSC,Real Estate,0.000518,0.102643461,-0.17
SPAIN,DM,Utilities,0.000517,-0.289377637,-0.338
CHINA,EMSC,Consumer Durables & Apparel,0.000517,-0.093141038,0.64
KOREA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.00051,0.078621873,-200
USA,DMSC,Consumer Services,0.000506,0.293775281,-0.55
USA,DMSC,Capital Goods,0.000494,-0.244924177,1
POLAND,EMSC,Health Care Equipment & Services,0.000491,-0.221272315,8.2
USA,DM,"Pharmaceuticals, Biotechnology & Life Sciences",0.000486,-0.134735929,-2.4
USA,DMSC,Commercial & Professional Services,0.000486,-0.274597918,-0.8
USA,DM,Semiconductors & Semiconductor Equipment,0.000486,0.222895228,0.07
USA,DMSC,Materials,0.000482,-0.29978483,0.3
USA,DMSC,Automobiles & Components,0.00048,0.451631974,-2.7
USA,DMSC,Consumer Durables & Apparel,0.000478,0.04949511,-9.84
JAPAN,DMSC,Materials,0.000478,-0.004329134,-40
USA,DMSC,Consumer Services,0.000477,-0.085581941,-1.35
CANADA,DM,Utilities,0.000476,-0.307862402,-1.17
USA,DMSC,Real Estate,0.000475,0.055621364,0.36
USA,DMSC,Banks,0.000471,-0.282311934,1.75
USA,DMSC,Commercial & Professional Services,0.000468,-0.41347138,0.24
USA,DM,Food Beverage & Tobacco,0.000465,-0.071287908,-1.08
KOREA,EMSC,Media,0.000462,-0.549284141,-125
USA,DM,Materials,0.00046,-0.266962074,6.44
USA,DM,Food & Staples Retailing,0.000459,-0.014746235,-0.26
USA,DM,Media,0.000459,0.123410913,1.75
CANADA,DM,Consumer Durables & Apparel,0.000455,-0.448903326,-0.79
PHILIPPINES,EM,Real Estate,0.000449,-0.020698859,-1.7
JAPAN,DMSC,Technology Hardware & Equipment,0.000449,-0.235483768,9
USA,DMSC,Software & Services,0.000445,0.13696091,-2.82
USA,DMSC,Real Estate,0.000439,-0.27888218,0.5
MEXICO,EMSC,Media,0.000435,-0.308187109,0.43
THAILAND,EM,Materials,0.000435,-0.017797838,1.75
CHINA,EMSC,Software & Services,0.00043,0.82371848,-0.88
INDIA,EMSC,Capital Goods,0.000429,0.028301721,4.35
USA,DMSC,Real Estate,0.000413,-0.321373169,-1.26
TAIWAN,EM,Technology Hardware & Equipment,0.000412,0.158546938,-0.15
USA,DMSC,Capital Goods,0.000411,-0.014437404,-1.05
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000405,0.034094511,1.2
AUSTRALIA,DM,Materials,0.000404,0.121030574,-0.91
USA,DMSC,Real Estate,0.000403,0.010262598,-0.39
USA,DMSC,Media,0.000399,0.096927618,3.96
USA,DM,Utilities,0.000393,-0.222297074,-0.52
CANADA,DM,Energy,0.000393,-0.393182343,0.28
USA,DMSC,Energy,0.00039,0.373840322,4.32
USA,DMSC,Consumer Durables & Apparel,0.000381,-0.483565077,0.65
USA,DMSC,Software & Services,0.00038,0.039275486,-1.29
USA,DMSC,Banks,0.000378,-0.024116169,4.62
USA,DMSC,Real Estate,0.000377,-0.1166703,-0.19
USA,DMSC,Software & Services,0.000375,-0.056899884,-0.2
KOREA,EMSC,Semiconductors & Semiconductor Equipment,0.000368,0.128092702,50
USA,DMSC,Retailing,0.000367,0.250667134,-3.8
USA,DMSC,Telecommunication Services,0.000358,-0.276745158,0.31
JAPAN,DM,Real Estate,0.00035,-0.079246395,-200
JAPAN,DM,Real Estate,0.000346,0.132876725,4300
USA,DM,Diversified Financials,0.000344,0.064866282,-0.27
UNITED KINGDOM,DM,Energy,0.000337,0.105325415,-6.7
KOREA,EM,Household & Personal Products,0.000334,-0.308579964,2000
TAIWAN,EMSC,Capital Goods,0.00033,-0.010135422,-1.05
JAPAN,DMSC,Capital Goods,0.000326,0.144492132,-10
CANADA,DM,Insurance,0.000319,-0.199505465,0.78
USA,DMSC,Commercial & Professional Services,0.000309,-0.107365847,1.86
HONG KONG,DM,Real Estate,0.000309,0.18544234,0.16
USA,DM,Commercial & Professional Services,0.000309,1.044361494,-2.65
USA,DMSC,Diversified Financials,0.000302,-0.072621874,-0.21
USA,DMSC,Software & Services,0.000301,-0.09011599,1.225
KOREA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000297,0.485954841,-2930
USA,DMSC,Media,0.000292,0.033071632,-0.95
SINGAPORE,DM,Real Estate,0.000291,-0.05139008,-0.02
USA,DMSC,Technology Hardware & Equipment,0.000286,0.498288438,-1
USA,DMSC,Diversified Financials,0.000286,0.043102936,3.94
USA,DMSC,Energy,0.000282,-0.095072847,2.36
USA,DMSC,Real Estate,0.000282,0.170531401,-0.43
TAIWAN,EMSC,Technology Hardware & Equipment,0.000279,-0.251898997,8.5
USA,DMSC,Energy,0.000275,-0.068441841,0.33
SOUTH AFRICA,EM,Materials,0.000274,0.079740647,399
USA,DMSC,Utilities,0.000273,0.098860122,-0.09
TAIWAN,EMSC,Household & Personal Products,0.000273,-0.752226251,3.5
USA,DMSC,Consumer Durables & Apparel,0.000272,-0.134854781,0.75
USA,DM,Software & Services,0.00027,0.058669438,0.52
BRAZIL,EMSC,Banks,0.000266,-0.399104847,1.91
USA,DMSC,Health Care Equipment & Services,0.000263,-0.120345391,0.09
USA,DM,Software & Services,0.000259,0.363088769,-0.6
USA,DMSC,Energy,0.000258,0.446422088,-1.89
USA,DMSC,Banks,0.000257,-0.177138254,3
CANADA,DM,Energy,0.000256,-0.289327281,0.44
USA,DMSC,Real Estate,0.000254,0.690065365,-2.11
AUSTRALIA,DM,Energy,0.000252,-0.067405017,0.26
USA,DMSC,Banks,0.000249,-0.288612078,1.21
JAPAN,DMSC,Materials,0.000247,-0.231566986,15
USA,DM,Software & Services,0.000246,0.2461292,-9.09
USA,DMSC,Diversified Financials,0.000246,-0.426817392,0.01
FRANCE,DM,Energy,0.000243,0.025535454,0.71
TAIWAN,EMSC,Diversified Financials,0.000242,-0.727325174,0.02
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000239,-0.251292445,-4.06
USA,DMSC,Real Estate,0.000237,0.643239393,-0.96
MALAYSIA,EM,Capital Goods,0.000237,0.020967172,0.01
ISRAEL,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000237,0.298628751,-0.2
CANADA,DMSC,Energy,0.000235,-0.028061381,0.34
USA,DMSC,Health Care Equipment & Services,0.000234,0.012850728,-1.15
USA,DMSC,Energy,0.000234,-0.213288984,0.71
GERMANY,DM,Transportation,0.000232,-0.119597603,-0.396
USA,DM,Energy,0.000232,-0.077676889,2.26
USA,DMSC,Banks,0.000232,-0.227855887,1.41
USA,DMSC,Media,0.00023,-0.101026907,0.05
USA,DMSC,Software & Services,0.000229,-0.222594611,-10.56
CHINA,EMSC,Real Estate,0.000227,-0.321799922,-0.12
USA,DMSC,Technology Hardware & Equipment,0.000224,0.249336713,0.34
FRANCE,DM,Capital Goods,0.000223,-0.049117818,0.27
USA,DMSC,Software & Services,0.000222,0.357616869,0.66
USA,DMSC,Energy,0.000219,-0.07627168,0.17
USA,DM,Software & Services,0.000216,0.1228871,-4.24
USA,DM,Energy,0.000215,-0.023703149,2.15
USA,DMSC,Retailing,0.000213,-0.265548088,-1.09
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000212,-0.252282102,4.1
USA,DMSC,Media,0.00021,-0.085425426,-0.33
USA,DM,Banks,0.000209,-0.047492782,1.54
INDIA,EM,Diversified Financials,0.000207,-0.274561432,6
USA,DMSC,Banks,0.000207,-0.172098379,0.97
JAPAN,DMSC,Consumer Services,0.000204,-0.478946527,-27
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000202,0.288507027,-2.7
CHINA,EMSC,Technology Hardware & Equipment,0.000202,-0.348373524,0.106
USA,DMSC,Energy,0.000196,0.101969539,0.93
USA,DM,Health Care Equipment & Services,0.000193,-0.214768524,-6.56
MALAYSIA,EMSC,Capital Goods,0.000192,-0.377535171,0.01
FRANCE,DMSC,Transportation,0.00019,0.044361505,-0.4861
USA,DM,Energy,0.000189,0.272348976,4.89
ISRAEL,DMSC,Real Estate,0.000188,0.187520422,1010
TAIWAN,EMSC,Semiconductors & Semiconductor Equipment,0.000187,-0.191327025,1.8
USA,DMSC,Capital Goods,0.000186,-0.251251133,0.5
CHINA,EMSC,Diversified Financials,0.000183,0.280675788,0.02
UNITED KINGDOM,DMSC,Diversified Financials,0.000182,-0.45514665,-45.5
USA,DMSC,Real Estate,0.000181,-0.186444202,-0.46
INDIA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.00018,0.2010966,3.15
USA,DMSC,Energy,0.000179,0.091516435,1.11
USA,DM,Real Estate,0.000178,0.116839067,3.23
USA,DM,Energy,0.000178,-0.032980454,9.14
USA,DMSC,Diversified Financials,0.000178,-0.137836801,0.33
USA,DMSC,Energy,0.000176,0.100484496,1.41
USA,DMSC,Food Beverage & Tobacco,0.000176,-0.494034487,0.22
UNITED KINGDOM,DMSC,Consumer Services,0.000176,0.543246833,31.5
USA,DMSC,Software & Services,0.000175,-0.242226088,-0.66
GERMANY,DMSC,Semiconductors & Semiconductor Equipment,0.000174,0.037375052,1.29
USA,DMSC,Diversified Financials,0.000174,-0.411369869,-0.12
